SOTON/OQ 3101317		3	S	7.25	492
113787	C30	1	S	30.5	493
PC 17609		1	C	49.5042	494
A/4 45380		3	S	8.05	495
2627		3	C	14.4583	496
36947	D20	1	C	78.2667	497
C.A. 6212		3	S	15.1	498
113781	C22 C26	1	S	151.55	499
350035		3	S	7.7958	500
315086		3	S	8.6625	501
364846		3	Q	7.75	502
330909		3	Q	7.6292	503
4135		3	S	9.5875	504
110152	B79	1	S	86.5	505
PC 17758	C65	1	C	108.9	506
26360		2	S	26	507
111427		1	S	26.55	508
C 4001		3	S	22.525	509
1601		3	S	56.4958	510
382651		3	Q	7.75	511
SOTON/OQ 3101316		3	S	8.05	512
PC 17473	E25	1	S	26.2875	513
PC 17603		1	C	59.4	514
349209		3	S	7.4958	515
36967	D46	1	S	34.0208	516
C.A. 34260	F33	2	S	10.5	517
371110		3	Q	24.15	518
226875		2	S	26	519
349242		3	S	7.8958	520
12749	B73	1	S	93.5	521
349252		3	S	7.8958	522
2624		3	C	7.225	523
111361	B18	1	C	57.9792	524
2700		3	C	7.2292	525
367232		3	Q	7.75	526
W./C. 14258		2	S	10.5	527
PC 17483	C95	1	S	221.7792	528
3101296		3	S	7.925	529
29104		2	S	11.5	530
26360		2	S	26	531
2641		3	C	7.2292	532
2690		3	C	7.2292	533
2668		3	C	22.3583	534
315084		3	S	8.6625	535
F.C.C. 13529		2	S	26.25	536
113050	B38	1	S	26.55	537
PC 17761		1	C	106.425	538
364498		3	S	14.5	539
13568	B39	1	C	49.5	540
WE/P 5735	B22	1	S	71	541
347082		3	S	31.275	542
347082		3	S	31.275	543
2908		2	S	26	544
PC 17761	C86	1	C	106.425	545
693		1	S	26	546
2908		2	S	26	547
SC/PARIS 2146		2	C	13.8625	548
363291		3	S	20.525	549
C.A. 33112		2	S	36.75	550
17421	C70	1	C	110.8833	551
244358		2	S	26	552
330979		3	Q	7.8292	553
2620		3	C	7.225	554
347085		3	S	7.775	555
113807		1	S	26.55	556
11755	A16	1	C	39.6	557
PC 17757		1	C	227.525	558
110413	E67	1	S	79.65	559
345572		3	S	17.4	560
372622		3	Q	7.75	561
349251		3	S	7.8958	562
218629		2	S	13.5	563
SOTON/OQ 392082		3	S	8.05	564
SOTON/O.Q. 392087		3	S	8.05	565
A/4 48871		3	S	24.15	566
349205		3	S	7.8958	567
349909		3	S	21.075	568
2686		3	C	7.2292	569
350417		3	S	7.8542	570
S.W./PP 752		2	S	10.5	571
11769	C101	1	S	51.4792	572
PC 17474	E25	1	S	26.3875	573
14312		3	Q	7.75	574
A/4. 20589		3	S	8.05	575
358585		3	S	14.5	576
243880		2	S	13	577
13507	E44	1	S	55.9	578
2689		3	C	14.4583	579
STON/O 2. 3101286		3	S	7.925	580
237789		2	S	30	581
17421	C68	1	C	110.8833	582
28403		2	S	26	583
13049	A10	1	C	40.125	584
3411		3	C	8.7125	585
110413	E68	1	S	79.65	586
237565		2	S	15	587
13567	B41	1	C	79.2	588
14973		3	S	8.05	589
A./5. 3235		3	S	8.05	590
STON/O 2. 3101273		3	S	7.125	591
36947	D20	1	C	78.2667	592
A/5 3902		3	S	7.25	593
364848		3	Q	7.75	594
SC/AH 29037		2	S	26	595
345773		3	S	24.15	596
248727		2	S	33	597
LINE		3	S	0	598
2664		3	C	7.225	599
PC 17485	A20	1	C	56.9292	600
243847		2	S	27	601
349214		3	S	7.8958	602
113796		1	S	42.4	603
364511		3	S	8.05	604
111426		1	C	26.55	605
349910		3	S	15.55	606
349246		3	S	7.8958	607
113804		1	S	30.5	608
SC/Paris 2123		2	C	41.5792	609
PC 17582	C125	1	S	153.4625	610
347082		3	S	31.275	611
SOTON/O.Q. 3101305		3	S	7.05	612
367230		3	Q	15.5	613
370377		3	Q	7.75	614
364512		3	S	8.05	615
220845		2	S	65	616
347080		3	S	14.4	617
A/5. 3336		3	S	16.1	618
230136	F4	2	S	39	619
31028		2	S	10.5	620
2659		3	C	14.4542	621
11753	D19	1	S	52.5542	622
2653		3	C	15.7417	623
350029		3	S	7.8542	624
54636		3	S	16.1	625
36963	D50	1	S	32.3208	626
219533		2	Q	12.35	627
13502	D9	1	S	77.9583	628
349224		3	S	7.8958	629
334912		3	Q	7.7333	630
27042	A23	1	S	30	631
347743		3	S	7.0542	632
13214	B50	1	C	30.5	633
112052		1	S	0	634
347088		3	S	27.9	635
237668		2	S	13	636
STON/O 2. 3101292		3	S	7.925	637
C.A. 31921		2	S	26.25	638
3101295		3	S	39.6875	639
376564		3	S	16.1	640
350050		3	S	7.8542	641
PC 17477	B35	1	C	69.3	642
347088		3	S	27.9	643
1601		3	S	56.4958	644
2666		3	C	19.2583	645
PC 17572	D33	1	C	76.7292	646
349231		3	S	7.8958	647
13213	A26	1	C	35.5	648
S.O./P.P. 751		3	S	7.55	649
CA. 2314		3	S	7.55	650
349221		3	S	7.8958	651
231919		2	S	23	652
8475		3	S	8.4333	653
330919		3	Q	7.8292	654
365226		3	Q	6.75	655
S.O.C. 14879		2	S	73.5	656
349223		3	S	7.8958	657
364849		3	Q	15.5	658
29751		2	S	13	659
35273	D48	1	C	113.275	660
PC 17611		1	S	133.65	661
2623		3	C	7.225	662
5727	E58	1	S	25.5875	663
349210		3	S	7.4958	664
STON/O 2. 3101285		3	S	7.925	665
S.O.C. 14879		2	S	73.5	666
234686		2	S	13	667
312993		3	S	7.775	668
A/5 3536		3	S	8.05	669
19996	C126	1	S	52	670
29750		2	S	39	671
F.C. 12750	B71	1	S	52	672
C.A. 24580		2	S	10.5	673
244270		2	S	13	674
239856		2	S	0	675
349912		3	S	7.775	676
342826		3	S	8.05	677
4138		3	S	9.8417	678
CA 2144		3	S	46.9	679
PC 17755	B51 B53 B55	1	C	512.3292	680
330935		3	Q	8.1375	681
PC 17572	D49	1	C	76.7292	682
6563		3	S	9.225	683
CA 2144		3	S	46.9	684
29750		2	S	39	685
SC/Paris 2123		2	C	41.5792	686
3101295		3	S	39.6875	687
349228		3	S	10.1708	688
350036		3	S	7.7958	689
24160	B5	1	S	211.3375	690
17474	B20	1	S	57	691
349256		3	C	13.4167	692
1601		3	S	56.4958	693
2672		3	C	7.225	694
113800		1	S	26.55	695
248731		2	S	13.5	696
363592		3	S	8.05	697
35852		3	Q	7.7333	698
17421	C68	1	C	110.8833	699
348121	F G63	3	S	7.65	700
PC 17757	C62 C64	1	C	227.525	701
PC 17475	E24	1	S	26.2875	702
2691		3	C	14.4542	703
36864		3	Q	7.7417	704
350025		3	S	7.8542	705
250655		2	S	26	706
223596		2	S	13.5	707
PC 17476	E24	1	S	26.2875	708
113781		1	S	151.55	709
2661		3	C	15.2458	710
PC 17482	C90	1	C	49.5042	711
113028	C124	1	S	26.55	712
19996	C126	1	S	52	713
7545		3	S	9.4833	714
250647		2	S	13	715
348124	F G73	3	S	7.65	716
PC 17757	C45	1	C	227.525	717
34218	E101	2	S	10.5	718
36568		3	Q	15.5	719
347062		3	S	7.775	720
248727		2	S	33	721
350048		3	S	7.0542	722
12233		2	S	13	723
250643		2	S	13	724
113806	E8	1	S	53.1	725
315094		3	S	8.6625	726
31027		2	S	21	727
36866		3	Q	7.7375	728
236853		2	S	26	729
STON/O2. 3101271		3	S	7.925	730
24160	B5	1	S	211.3375	731
2699		3	C	18.7875	732
239855		2	S	0	733
28425		2	S	13	734
233639		2	S	13	735
54636		3	S	16.1	736
W./C. 6608		3	S	34.375	737
PC 17755	B101	1	C	512.3292	738
349201		3	S	7.8958	739
349218		3	S	7.8958	740
16988	D45	1	S	30	741
19877	C46	1	S	78.85	742
PC 17608	B57 B59 B63 B66	1	C	262.375	743
376566		3	S	16.1	744
STON/O 2. 3101288		3	S	7.925	745
WE/P 5735	B22	1	S	71	746
C.A. 2673		3	S	20.25	747
250648		2	S	13	748
113773	D30	1	S	53.1	749
335097		3	Q	7.75	750
29103		2	S	23	751
392096	E121	3	S	12.475	752
345780		3	S	9.5	753
349204		3	S	7.8958	754
220845		2	S	65	755
250649		2	S	14.5	756
350042		3	S	7.7958	757
29108		2	S	11.5	758
363294		3	S	8.05	759
110152	B77	1	S	86.5	760
358585		3	S	14.5	761
SOTON/O2 3101272		3	S	7.125	762
2663		3	C	7.2292	763
113760	B96 B98	1	S	120	764
347074		3	S	7.775	765
13502	D11	1	S	77.9583	766
112379		1	C	39.6	767
364850		3	Q	7.75	768
371110		3	Q	24.15	769
8471		3	S	8.3625	770
345781		3	S	9.5	771
350047		3	S	7.8542	772
S.O./P.P. 3	E77	2	S	10.5	773
2674		3	C	7.225	774
29105		2	S	23	775
347078		3	S	7.75	776
383121	F38	3	Q	7.75	777
364516		3	S	12.475	778
36865		3	Q	7.7375	779
24160	B3	1	S	211.3375	780
2687		3	C	7.2292	781
17474	B20	1	S	57	782
113501	D6	1	S	30	783
W./C. 6607		3	S	23.45	784
SOTON/O.Q. 3101312		3	S	7.05	785
374887		3	S	7.25	786
3101265		3	S	7.4958	787
382652		3	Q	29.125	788
C.A. 2315		3	S	20.575	789
PC 17593	B82 B84	1	C	79.2	790
12460		3	Q	7.75	791
239865		2	S	26	792
CA. 2343		3	S	69.55	793
PC 17600		1	C	30.6958	794
349203		3	S	7.8958	795
28213		2	S	13	796
17465	D17	1	S	25.9292	797
349244		3	S	8.6833	798
2685		3	C	7.2292	799
345773		3	S	24.15	800
250647		2	S	13	801
C.A. 31921		2	S	26.25	802
113760	B96 B98	1	S	120	803
2625		3	C	8.5167	804
347089		3	S	6.975	805
347063		3	S	7.775	806
112050	A36	1	S	0	807
347087		3	S	7.775	808
248723		2	S	13	809
113806	E8	1	S	53.1	810
3474		3	S	7.8875	811
A/4 48871		3	S	24.15	812
28206		2	S	10.5	813
347082		3	S	31.275	814
364499		3	S	8.05	815
112058	B102	1	S	0	816
STON/O2. 3101290		3	S	7.925	817
S.C./PARIS 2079		2	C	37.0042	818
C 7075		3	S	6.45	819
347088		3	S	27.9	820
12749	B69	1	S	93.5	821
315098		3	S	8.6625	822
19972		1	S	0	823
392096	E121	3	S	12.475	824
3101295		3	S	39.6875	825
368323		3	Q	6.95	826
1601		3	S	56.4958	827
S.C./PARIS 2079		2	C	37.0042	828
367228		3	Q	7.75	829
113572	B28	1		80	830
2659		3	C	14.4542	831
29106		2	S	18.75	832
2671		3	C	7.2292	833
347468		3	S	7.8542	834
2223		3	S	8.3	835
PC 17756	E49	1	C	83.1583	836
315097		3	S	8.6625	837
392092		3	S	8.05	838
1601		3	S	56.4958	839
11774	C47	1	C	29.7	840
SOTON/O2 3101287		3	S	7.925	841
S.O./P.P. 3		2	S	10.5	842
113798		1	C	31	843
2683		3	C	6.4375	844
315090		3	S	8.6625	845
C.A. 5547		3	S	7.55	846
CA. 2343		3	S	69.55	847
349213		3	C	7.8958	848
248727		2	S	33	849
17453	C92	1	C	89.1042	850
347082		3	S	31.275	851
347060		3	S	7.775	852
2678		3	C	15.2458	853
PC 17592	D28	1	S	39.4	854
244252		2	S	26	855
392091		3	S	9.35	856
36928		1	S	164.8667	857
113055	E17	1	S	26.55	858
2666		3	C	19.2583	859
2629		3	C	7.2292	860
350026		3	S	14.1083	861
28134		2	S	11.5	862
17466	D17	1	S	25.9292	863
CA. 2343		3	S	69.55	864
233866		2	S	13	865
236852		2	S	13	866
SC/PARIS 2149		2	C	13.8583	867
PC 17590	A24	1	S	50.4958	868
345777		3	S	9.5	869
347742		3	S	11.1333	870
349248		3	S	7.8958	871
11751	D35	1	S	52.5542	872
695	B51 B53 B55	1	S	5	873
345765		3	S	9	874
P/PP 3381		2	C	24	875
2667		3	C	7.225	876
7534		3	S	9.8458	877
349212		3	S	7.8958	878
349217		3	S	7.8958	879
11767	C50	1	C	83.1583	880
230433		2	S	26	881
349257		3	S	7.8958	882
7552		3	S	10.5167	883
C.A./SOTON 34068		2	S	10.5	884
SOTON/OQ 392076		3	S	7.05	885
382652		3	Q	29.125	886
211536		2	S	13	887
112053	B42	1	S	30	888
W./C. 6607		3	S	23.45	889
111369	C148	1	C	30	890
370376		3	Q	7.75	891
